               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.021129,           0.0083252,           0.0026464,             0.97681,             0.97014,              0.9852,             0.72674,            0.017749,           0.0066959,           0.0024132,           0.0029706,           0.0029706,           0.0029706
                  71,            0.021204,           0.0084128,           0.0026581,             0.97566,             0.96823,              0.9861,             0.72902,            0.017745,           0.0067098,           0.0023382,            0.002855,            0.002855,            0.002855
                  72,            0.020824,           0.0082843,           0.0027673,             0.97381,             0.96979,             0.98376,             0.72989,            0.017779,           0.0067314,           0.0024563,           0.0027419,           0.0027419,           0.0027419
                  73,            0.020862,           0.0083415,            0.002431,             0.97064,             0.97633,             0.98397,             0.73066,            0.017765,            0.006719,           0.0024136,           0.0026316,           0.0026316,           0.0026316
                  74,            0.020723,           0.0082536,           0.0026347,             0.97176,             0.97657,             0.98626,             0.73037,            0.017716,           0.0067022,           0.0022753,           0.0025241,           0.0025241,           0.0025241
                  75,            0.020702,           0.0081827,           0.0025848,             0.97215,             0.97571,             0.98525,             0.72874,            0.017732,           0.0066898,           0.0023937,           0.0024195,           0.0024195,           0.0024195
                  76,            0.020589,           0.0081511,           0.0023698,              0.9758,             0.97175,             0.98528,             0.72775,            0.017781,           0.0067001,           0.0023619,            0.002318,            0.002318,            0.002318
                  77,            0.020616,           0.0082869,           0.0027061,             0.97161,             0.97415,             0.98394,             0.72728,            0.017745,           0.0066938,           0.0024803,           0.0022196,           0.0022196,           0.0022196
                  78,            0.020552,           0.0081736,           0.0024316,              0.9732,             0.97293,             0.98327,             0.72605,            0.017814,           0.0066908,           0.0025563,           0.0021245,           0.0021245,           0.0021245
                  79,             0.02055,           0.0082116,           0.0024298,             0.97288,             0.97599,              0.9852,              0.7266,            0.017828,           0.0066853,           0.0024494,           0.0020327,           0.0020327,           0.0020327
                  80,            0.020394,           0.0082467,           0.0023312,             0.97587,             0.97373,             0.98491,             0.72466,             0.01784,           0.0067018,           0.0024202,           0.0019443,           0.0019443,           0.0019443
                  81,            0.020561,           0.0082226,           0.0023665,             0.97398,             0.97558,             0.98484,             0.72652,            0.017856,           0.0067022,           0.0024439,           0.0018594,           0.0018594,           0.0018594
                  82,            0.020348,            0.008045,           0.0023226,             0.97523,             0.97373,             0.98476,             0.72584,            0.017845,           0.0067045,           0.0023326,           0.0017781,           0.0017781,           0.0017781
                  83,            0.020401,           0.0081531,           0.0023012,             0.97348,             0.97589,             0.98427,             0.72656,            0.017838,           0.0067032,           0.0024007,           0.0017005,           0.0017005,           0.0017005
