               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.022128,           0.0085273,           0.0032473,             0.97305,             0.97552,              0.9877,             0.72597,            0.017934,           0.0067609,           0.0022466,           0.0050765,           0.0050765,           0.0050765
                  55,             0.02203,           0.0087277,           0.0032139,             0.97234,             0.97668,             0.98727,             0.72402,            0.017989,           0.0067756,           0.0022022,            0.004936,            0.004936,            0.004936
                  56,             0.02184,           0.0086298,             0.00333,             0.97449,             0.97992,             0.98708,             0.72595,             0.01795,           0.0067685,           0.0021112,            0.004796,            0.004796,            0.004796
                  57,            0.021798,           0.0085877,           0.0031479,              0.9714,             0.97287,             0.98656,             0.72633,            0.017861,           0.0067692,           0.0023242,           0.0046568,           0.0046568,           0.0046568
                  58,            0.021733,            0.008552,           0.0033869,             0.97354,             0.97376,              0.9888,             0.72949,             0.01786,           0.0067389,           0.0022983,           0.0045184,           0.0045184,           0.0045184
                  59,            0.021955,            0.008411,           0.0032961,             0.97719,             0.96832,             0.98771,             0.72925,            0.017874,           0.0067344,           0.0023253,           0.0043809,           0.0043809,           0.0043809
                  60,            0.021807,            0.008387,           0.0030839,             0.96788,             0.97756,             0.98785,             0.72658,            0.017835,           0.0067336,           0.0023238,           0.0042445,           0.0042445,           0.0042445
                  61,            0.021709,           0.0085991,           0.0030859,             0.97724,             0.97475,             0.98718,             0.72813,            0.017788,           0.0067123,           0.0022166,           0.0041094,           0.0041094,           0.0041094
                  62,            0.021612,           0.0084745,           0.0031717,             0.97184,             0.97663,              0.9868,             0.72757,            0.017797,           0.0066979,            0.002289,           0.0039757,           0.0039757,           0.0039757
                  63,            0.021371,           0.0085017,           0.0030215,             0.97173,             0.97687,             0.98423,             0.72533,            0.017904,            0.006731,           0.0022728,           0.0038434,           0.0038434,           0.0038434
                  64,            0.021519,           0.0084957,           0.0030727,             0.97636,             0.97572,             0.98485,             0.72619,             0.01782,           0.0067225,           0.0022117,           0.0037128,           0.0037128,           0.0037128
                  65,            0.021379,           0.0084757,           0.0028805,             0.97551,             0.97533,             0.98673,             0.72628,            0.017842,           0.0067196,           0.0022234,            0.003584,            0.003584,            0.003584
                  66,            0.021342,           0.0083315,           0.0028259,             0.97531,             0.97401,             0.98775,             0.72928,            0.017805,           0.0067137,           0.0021996,            0.003457,            0.003457,            0.003457
                  67,            0.021212,           0.0083876,            0.002917,             0.97065,             0.97745,              0.9887,             0.72993,            0.017839,           0.0066993,           0.0022338,           0.0033321,           0.0033321,           0.0033321
                  68,            0.021122,           0.0084609,           0.0030167,             0.98052,             0.97108,              0.9874,             0.72988,            0.017759,           0.0067018,           0.0021583,           0.0032093,           0.0032093,           0.0032093
                  69,            0.021174,           0.0083774,           0.0027078,             0.97174,             0.97716,             0.98702,             0.72869,            0.017727,           0.0066854,           0.0023371,           0.0030888,           0.0030888,           0.0030888
                  70,            0.021131,           0.0083426,           0.0027792,             0.97047,              0.9768,             0.98834,             0.73009,            0.017724,           0.0066642,           0.0022639,           0.0029706,           0.0029706,           0.0029706
                  71,            0.020877,           0.0083392,           0.0028902,             0.97165,             0.97708,             0.98847,             0.72735,            0.017764,           0.0066603,           0.0022558,            0.002855,            0.002855,            0.002855
                  72,            0.020902,           0.0083398,           0.0025538,             0.97977,             0.96824,              0.9881,             0.72775,            0.017781,           0.0066671,            0.002319,           0.0027419,           0.0027419,           0.0027419
                  73,             0.02099,           0.0082976,           0.0027881,             0.97588,             0.97817,             0.98779,             0.73155,            0.017734,           0.0066587,           0.0021435,           0.0026316,           0.0026316,           0.0026316
                  74,            0.020871,           0.0082827,           0.0026559,             0.97342,             0.97531,             0.98849,             0.73219,            0.017772,           0.0066639,           0.0022715,           0.0025241,           0.0025241,           0.0025241
                  75,            0.020593,           0.0083466,            0.002367,             0.96344,             0.98281,             0.98809,             0.73049,            0.017761,           0.0066427,            0.002238,           0.0024195,           0.0024195,           0.0024195
                  76,              0.0208,           0.0083079,           0.0025847,             0.97138,              0.9771,             0.98808,             0.73017,            0.017725,           0.0066408,           0.0022447,            0.002318,            0.002318,            0.002318
                  77,            0.020815,           0.0083462,           0.0024541,             0.98162,             0.96835,             0.98733,             0.73077,            0.017748,           0.0066323,           0.0022668,           0.0022196,           0.0022196,           0.0022196
                  78,            0.020568,           0.0081903,           0.0021864,              0.9683,             0.97996,             0.98779,             0.73105,            0.017759,           0.0066314,           0.0022342,           0.0021245,           0.0021245,           0.0021245
                  79,            0.020534,           0.0082712,           0.0026596,             0.98069,             0.96717,             0.98834,             0.73053,             0.01779,           0.0066333,           0.0022626,           0.0020327,           0.0020327,           0.0020327
                  80,            0.020554,           0.0082414,           0.0022979,             0.96598,             0.98146,             0.98801,             0.72831,            0.017784,           0.0066384,           0.0023677,           0.0019443,           0.0019443,           0.0019443
                  81,            0.020512,           0.0082017,           0.0022938,             0.97022,              0.9778,              0.9873,             0.72695,             0.01778,           0.0066432,           0.0024537,           0.0018594,           0.0018594,           0.0018594
                  82,              0.0204,           0.0082109,           0.0023246,             0.97638,             0.97264,             0.98751,             0.72811,            0.017768,           0.0066396,           0.0023995,           0.0017781,           0.0017781,           0.0017781
                  83,            0.020314,           0.0081312,           0.0022554,             0.97617,             0.97401,             0.98701,             0.72808,            0.017768,           0.0066391,           0.0023345,           0.0017005,           0.0017005,           0.0017005
                  84,            0.020409,           0.0082155,           0.0021014,              0.9728,             0.97796,             0.98787,             0.72795,            0.017828,           0.0066499,           0.0023022,           0.0016267,           0.0016267,           0.0016267
                  85,             0.02026,           0.0081845,           0.0019412,             0.97737,              0.9722,             0.98658,             0.72575,            0.017838,           0.0066482,           0.0024158,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020121,           0.0080549,           0.0019904,             0.97315,             0.97306,             0.98511,              0.7269,            0.017838,           0.0066465,           0.0024244,           0.0014905,           0.0014905,           0.0014905
                  87,            0.020144,           0.0080809,           0.0021957,             0.97424,             0.97272,             0.98604,             0.72584,            0.017845,           0.0066576,           0.0023922,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020245,           0.0080755,           0.0019932,             0.97838,             0.97291,             0.98709,             0.72629,            0.017854,           0.0066487,           0.0023572,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020274,            0.008134,           0.0020629,             0.97578,             0.97204,              0.9873,             0.72675,             0.01784,           0.0066436,           0.0023771,            0.001316,            0.001316,            0.001316
                  90,            0.020079,           0.0080358,           0.0021325,             0.97474,             0.97239,             0.98732,             0.72766,            0.017836,           0.0066347,           0.0024273,            0.001266,            0.001266,            0.001266
                  91,            0.019926,            0.007944,           0.0021775,             0.97019,             0.97599,             0.98745,              0.7292,            0.017811,           0.0066272,           0.0025018,           0.0012202,           0.0012202,           0.0012202
                  92,            0.020073,            0.008089,           0.0019452,             0.97479,             0.97365,             0.98711,              0.7288,            0.017843,           0.0066287,           0.0024961,           0.0011787,           0.0011787,           0.0011787
                  93,            0.019938,           0.0078933,           0.0019172,             0.96812,             0.97719,             0.98669,             0.72789,            0.017835,           0.0066258,            0.002528,           0.0011414,           0.0011414,           0.0011414
                  94,            0.019907,           0.0080524,            0.001949,             0.97759,             0.96895,             0.98641,             0.72662,            0.017866,           0.0066287,           0.0025085,           0.0011084,           0.0011084,           0.0011084
                  95,            0.020042,           0.0080008,           0.0020091,             0.97613,             0.97242,             0.98624,             0.72808,            0.017857,             0.00663,           0.0024697,           0.0010797,           0.0010797,           0.0010797
                  96,            0.019876,           0.0080466,           0.0017694,             0.97438,             0.97158,             0.98623,             0.72657,            0.017868,           0.0066283,           0.0024924,           0.0010554,           0.0010554,           0.0010554
                  97,            0.019855,           0.0080785,           0.0018482,              0.9745,             0.97126,             0.98605,             0.72571,            0.017873,           0.0066362,           0.0025264,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019814,           0.0079581,           0.0018504,             0.97249,             0.97252,              0.9858,             0.72666,            0.017887,           0.0066451,           0.0025389,             0.00102,             0.00102,             0.00102
                  99,            0.019951,           0.0080734,           0.0019151,              0.9729,             0.97206,             0.98546,             0.72661,            0.017894,           0.0066475,           0.0025859,           0.0010089,           0.0010089,           0.0010089
